"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006811","monoatomic ion transport","57/815","241/6200",0.236515,1.7993,4.92,"4.112e-06","2.480e-04","2.143e-04","TRPC7/KCNG1/CACNA1S/SLC35G1/KCNK12/SLC24A3/SLC9A7/KCNQ4/KCNB2/NIPAL4/SLC40A1/SCNN1G/SLC30A10/KCNT1/KCNG2/CNGA3/TRPA1/SCN8A/SLC24A4/CACNG5/SLC4A4/GRIN2C/SLC6A9/KCNIP1/OTOP3/SLC4A10/KCNK13/ATP7B/RRAD/MELTF/SFXN5/SLC41A3/SLC5A12/CACNA1C/OTOP2/KCNH4/CACNA1H/SLC6A6/SLC39A10/TRPC5/SCN5A/HCN2/KCNG3/KCNC2/GABRP/KCNJ5/ATP1B1/KCNK15/GRIN2A/TRPV2/FLVCR2/SLC9A2/KCNMB4/KCNK5/FXYD2/SLC6A1/ANO1",57
"GO:0045165","cell fate commitment","14/815","29/6200",0.482759,3.6725,5.61,"4.721e-06","2.711e-04","2.343e-04","EOMES/WNT7B/APC2/IHH/TBX3/MNX1/SOX13/TBX2/WNT4/PRDM4/SHH/WNT16/SOX6/TBX6",14
"GO:0006812","monoatomic cation transport","49/815","198/6200",0.247475,1.8826,4.91,"5.223e-06","2.863e-04","2.474e-04","TRPC7/KCNG1/CACNA1S/SLC35G1/KCNK12/SLC24A3/SLC9A7/KCNQ4/KCNB2/NIPAL4/SLC40A1/SCNN1G/SLC30A10/KCNT1/KCNG2/CNGA3/SCN8A/SLC24A4/CACNG5/SLC6A9/KCNIP1/OTOP3/KCNK13/ATP7B/RRAD/MELTF/SLC41A3/SLC5A12/CACNA1C/OTOP2/KCNH4/CACNA1H/SLC6A6/SLC39A10/TRPC5/SCN5A/HCN2/KCNG3/KCNC2/KCNJ5/ATP1B1/KCNK15/TRPV2/FLVCR2/SLC9A2/KCNMB4/KCNK5/FXYD2/SLC6A1",49
"GO:0098662","inorganic cation transmembrane transport","37/815","135/6200",0.274074,2.085,4.96,"6.410e-06","3.361e-04","2.904e-04","TRPC7/KCNG1/CACNA1S/SLC35G1/KCNK12/SLC24A3/SLC9A7/KCNB2/SLC40A1/SCNN1G/SLC30A10/KCNG2/SCN8A/SLC24A4/SLC6A9/KCNIP1/OTOP3/KCNK13/RRAD/CACNA1C/OTOP2/KCNH4/CACNA1H/SLC6A6/SLC39A10/TRPC5/SCN5A/KCNG3/KCNC2/KCNJ5/ATP1B1/KCNK15/TRPV2/SLC9A2/KCNK5/FXYD2/SLC6A1",37
"GO:0098660","inorganic ion transmembrane transport","39/815","146/6200",0.267123,2.0321,4.91,"7.104e-06","3.570e-04","3.085e-04","TRPC7/KCNG1/CACNA1S/SLC35G1/KCNK12/SLC24A3/SLC9A7/KCNB2/SLC40A1/SCNN1G/SLC30A10/KCNG2/SCN8A/SLC24A4/SLC6A9/KCNIP1/OTOP3/KCNK13/RRAD/CACNA1C/OTOP2/KCNH4/CACNA1H/SLC6A6/SLC39A10/TRPC5/SCN5A/KCNG3/KCNC2/KCNJ5/ATP1B1/SLC37A4/KCNK15/TRPV2/SLC9A2/KCNK5/FXYD2/SLC6A1/ANO1",39
"GO:0098609","cell-cell adhesion","28/815","92/6200",0.304348,2.3153,4.94,"1.024e-05","4.938e-04","4.267e-04","CDH20/PCDH18/IGDCC3/ITGA9/JAG2/PCDH19/CDHR2/DLK2/TENM2/MDGA1/JAM2/PCDH17/DLL1/NECTIN1/PCDH1/FAT1/CDH17/KIRREL3/RET/CDH13/PCDH15/DNER/DSG2/CLDN2/LPP/IL15/ITGA8/CHL1",28
"GO:0035567","non-canonical Wnt signaling pathway","9/815","14/6200",0.642857,4.8904,5.67,"1.213e-05","5.528e-04","4.776e-04","FZD4/SFRP4/FZD9/FZD3/FRZB/DACT1/SFRP5/VANGL2/SFRP2",9
"GO:0006813","potassium ion transport","18/815","47/6200",0.382979,2.9135,5.12,"1.238e-05","5.528e-04","4.776e-04","KCNG1/KCNK12/KCNQ4/KCNB2/KCNT1/KCNG2/CNGA3/KCNIP1/KCNK13/KCNH4/HCN2/KCNG3/KCNC2/KCNJ5/ATP1B1/KCNK15/KCNMB4/KCNK5",18
"GO:0007166","cell surface receptor signaling pathway","84/815","411/6200",0.20438,1.5548,4.53,"1.285e-05","5.534e-04","4.782e-04","SHISA2/ROR1/FZD4/IGFBP2/KLB/SFRP4/GLI3/FOXO1/FZD9/GPR157/FZD3/PLXNA2/GDF11/ITGA9/JAG2/BTK/NKD1/FRZB/CRLF1/TCF7L2/FGFR3/SEMA5B/SEMA7A/WNT7B/BCL2L1/DACT1/MERTK/PTCH2/APC2/RBPJ/EGFR/IHH/FRK/EFNA2/VIPR1/PLXNA4/MAML2/GUCY2C/GRIN2C/ADGRG2/IL2RB/DLL1/DAB2/FERMT1/INSR/IGFBP3/TPBG/PLPP3/FSTL4/SFRP5/WNT4/ADGRG1/RHBDF1/SHH/VANGL2/NEDD9/NRG1/STYK1/WNT16/AFAP1L2/JAK3/CD247/IL7R/BMP4/MUSK/SLC39A10/FLT4/BTC/NRP1/SMAD3/RET/ADGRD1/PLXNB2/APCDD1/SAMD10/GRIN2A/IGFBP1/LEPR/IL15/HEY2/ITGA8/SFRP2/DTX1/SPRY2",84
"GO:0003008","system process","28/815","94/6200",0.297872,2.266,4.81,"1.606e-05","6.679e-04","5.772e-04","RGS9BP/AGT/PTCHD1/BDKRB2/DRD1/PENK/ANK3/RRH/SCN8A/SLC24A4/CACNG5/NXNL2/GUCA1A/GRIN2C/NPR3/CRYBA2/CACNA1H/CRYBA4/SCN5A/GABRP/PCDH15/GHRL/LMOD1/NMU/HTR1B/GRIN2A/USH1G/SCT",28
"GO:0050877","nervous system process","18/815","48/6200",0.375,2.8528,5.01,"1.740e-05","6.715e-04","5.803e-04","RGS9BP/PTCHD1/PENK/RRH/SCN8A/SLC24A4/CACNG5/NXNL2/GUCA1A/GRIN2C/CRYBA2/CACNA1H/CRYBA4/SCN5A/GABRP/PCDH15/GRIN2A/USH1G",18
"GO:0065008","regulation of biological quality","65/815","299/6200",0.217391,1.6538,4.51,"1.749e-05","6.715e-04","5.803e-04","KCNK12/CYP1B1/AGT/SERPINC1/GRIP1/BDKRB2/F2RL1/DRD1/BAG3/PLXNA2/F10/SEMA5B/SEMA7A/SCN8A/CACNG5/PLEKHH2/NMB/SLC4A4/PLXNA4/CPB2/GRIN2C/HNF1A/ATP10B/SLC4A10/KCNK13/SERPINA10/BAIAP2L2/ATP8A1/KNG1/NPR3/SERPINF2/ADD3/PALMD/LZTS3/SERPIND1/KCNH4/CACNA1H/PTGER2/DBN1/SCN5A/CNOT6/VILL/PLXNB2/ALDH8A1/FGA/GABRP/CARHSP1/F7/GHRL/LMOD1/F2/RIMS4/HTR1B/FGB/KCNK15/GRIN2A/FGG/PROZ/F13A1/PLSCR5/HTR4/KCNK5/F9/SCT/CPQ",65
"GO:0098655","monoatomic cation transmembrane transport","38/815","146/6200",0.260274,1.98,4.66,"1.782e-05","6.715e-04","5.803e-04","TRPC7/KCNG1/CACNA1S/SLC35G1/KCNK12/SLC24A3/SLC9A7/KCNB2/SLC40A1/SCNN1G/SLC30A10/KCNG2/CNGA3/SCN8A/SLC24A4/SLC6A9/KCNIP1/OTOP3/KCNK13/RRAD/CACNA1C/OTOP2/KCNH4/CACNA1H/SLC6A6/SLC39A10/TRPC5/SCN5A/KCNG3/KCNC2/KCNJ5/ATP1B1/KCNK15/TRPV2/SLC9A2/KCNK5/FXYD2/SLC6A1",38
"GO:0034220","monoatomic ion transmembrane transport","40/815","158/6200",0.253165,1.9259,4.59,"2.183e-05","7.976e-04","6.892e-04","TRPC7/KCNG1/CACNA1S/SLC35G1/KCNK12/SLC24A3/SLC9A7/KCNB2/SLC40A1/SCNN1G/SLC30A10/KCNG2/CNGA3/SCN8A/SLC24A4/SLC6A9/KCNIP1/OTOP3/KCNK13/RRAD/CACNA1C/OTOP2/KCNH4/CACNA1H/SLC6A6/SLC39A10/TRPC5/SCN5A/KCNG3/KCNC2/GABRP/KCNJ5/ATP1B1/KCNK15/TRPV2/SLC9A2/KCNK5/FXYD2/SLC6A1/ANO1",40
"GO:0010466","negative regulation of peptidase activity","9/815","16/6200",0.5625,4.2791,5.11,"5.410e-05","1.919e-03","1.658e-03","TIMP4/SERPINA10/KNG1/SERPINF2/TFPI2/TIMP3/SERPIND1/FETUB/AHSG",9
"GO:0001708","cell fate specification","8/815","13/6200",0.615385,4.6815,5.17,"6.028e-05","2.077e-03","1.795e-03","EOMES/APC2/IHH/TBX3/MNX1/TBX2/SHH/TBX6",8
"GO:0052547","regulation of peptidase activity","9/815","17/6200",0.529412,4.0274,4.86,"1.016e-04","3.404e-03","2.942e-03","TIMP4/SERPINA10/KNG1/SERPINF2/TFPI2/TIMP3/SERPIND1/FETUB/AHSG",9
"GO:0051239","regulation of multicellular organismal process","35/815","141/6200",0.248227,1.8884,4.15,"1.088e-04","3.545e-03","3.063e-03","GBX2/GPATCH3/LAMA1/DUSP6/SERPINC1/IFIH1/THBS1/PLXNA2/MAFB/ANK3/SEMA5B/SEMA7A/TIAM1/GPR137B/DCT/PLXNA4/CPB2/BST1/KNG1/SERPINF2/AFAP1L2/PDE3A/SOX6/DBN1/PLXNB2/ISM1/SOX9/METRN/NMU/F2/HTR1B/IL15/HEY2/SCT/CD38",35
"GO:0010951","negative regulation of endopeptidase activity","8/815","14/6200",0.571429,4.3471,4.88,"1.245e-04","3.951e-03","3.414e-03","TIMP4/SERPINA10/KNG1/SERPINF2/TIMP3/SERPIND1/FETUB/AHSG",8
"GO:0045861","negative regulation of proteolysis","9/815","18/6200",0.5,3.8037,4.63,"1.797e-04","5.556e-03","4.801e-03","TIMP4/SERPINA10/KNG1/SERPINF2/TFPI2/TIMP3/SERPIND1/FETUB/AHSG",9
"GO:0042391","regulation of membrane potential","12/815","30/6200",0.4,3.0429,4.36,"2.192e-04","6.608e-03","5.710e-03","KCNK12/SCN8A/GRIN2C/KCNK13/KCNH4/CACNA1H/SCN5A/GABRP/RIMS4/KCNK15/GRIN2A/KCNK5",12
"GO:0052548","regulation of endopeptidase activity","8/815","15/6200",0.533333,4.0573,4.61,"2.362e-04","6.947e-03","6.003e-03","TIMP4/SERPINA10/KNG1/SERPINF2/TIMP3/SERPIND1/FETUB/AHSG",8
"GO:0009074","aromatic amino acid family catabolic process","7/815","12/6200",0.583333,4.4376,4.64,"2.872e-04","8.055e-03","6.961e-03","AMDHD1/TAT/TDO2/HGD/PAH/KMO/FAH",7
"GO:0050772","positive regulation of axonogenesis","7/815","12/6200",0.583333,4.4376,4.64,"2.872e-04","8.055e-03","6.961e-03","PLXNA2/SEMA7A/TIAM1/PLXNA4/DBN1/PLXNB2/METRN",7
"GO:0007417","central nervous system development","18/815","58/6200",0.310345,2.3609,4.05,"2.960e-04","8.113e-03","7.010e-03","AATK/NR4A2/CDK5R1/MEIS1/EMX2/TBX3/MNX1/DCT/TACC3/B3GNT5/SHH/CXCR4/SOX6/MARCKSL1/SOX9/TACC1/NDRG4/SCT",18
"GO:0045597","positive regulation of cell differentiation","12/815","31/6200",0.387097,2.9448,4.22,"3.154e-04","8.452e-03","7.303e-03","PLXNA2/SEMA7A/TIAM1/DCT/PLXNA4/BRINP1/PDE3A/SOX6/DBN1/PLXNB2/SOX9/METRN",12
"GO:0007423","sensory organ development","10/815","23/6200",0.434783,3.3075,4.31,"3.308e-04","8.674e-03","7.495e-03","LAMA1/FZD4/MEIS1/DCX/MYO6/MAFA/CRYBA2/CRYAA/CRYBA4/PCDH15",10
"GO:0050769","positive regulation of neurogenesis","8/815","16/6200",0.5,3.8037,4.37,"4.182e-04","1.073e-02","9.273e-03","PLXNA2/SEMA7A/TIAM1/DCT/PLXNA4/DBN1/PLXNB2/METRN",8
"GO:0170033","L-amino acid metabolic process","17/815","55/6200",0.309091,2.3514,3.92,"4.569e-04","1.148e-02","9.918e-03","AMDHD1/P4HA2/GLUL/AGXT2/AASS/DCT/HAAO/CDO1/TDO2/HGD/PAH/PSPH/KMO/FAH/PSAT1/OTC/IYD",17
"GO:0006955","immune response","25/815","96/6200",0.260417,1.9811,3.77,"4.731e-04","1.148e-02","9.918e-03","GPATCH3/TNFSF10/TLR3/IFIH1/MASP1/EOMES/BDKRB2/REL/BTK/SEMA7A/RIPK2/SUSD4/FRK/IL2RB/C1S/TNFSF15/CXCR4/SLC39A10/CADM1/CXCL14/C8B/BDKRB1/IL15/LEAP2/ACKR2",25
"GO:0050790","regulation of catalytic activity","44/815","204/6200",0.215686,1.6408,3.62,"4.831e-04","1.148e-02","9.918e-03","CCNE2/CCNO/ROR1/RASGRP3/VAV3/CDK5R1/RASGEF1A/PLXNA2/CCND3/FGD6/TIMP4/DOCK9/FGFR3/TIAM1/MERTK/CCNE1/EGFR/RAP1GAP2/GUCA1A/PLXNA4/ASAP3/NGEF/INSR/CAV1/SERPINA10/TRIB1/KNG1/NRG1/SERPINF2/STYK1/TFPI2/TIMP3/SERPIND1/MUSK/FLT4/BTC/FETUB/ARHGAP24/RET/CCNJL/PLXNB2/AHSG/CDC20/SPRY2",44
"GO:0010720","positive regulation of cell development","9/815","20/6200",0.45,3.4233,4.22,"4.854e-04","1.148e-02","9.918e-03","PLXNA2/SEMA7A/TIAM1/DCT/PLXNA4/PDE3A/DBN1/PLXNB2/METRN",9
"GO:0016051","carbohydrate biosynthetic process","10/815","24/6200",0.416667,3.1697,4.14,"5.011e-04","1.162e-02","1.004e-02","PPP1R3B/CHST11/PPP1R3C/CHST15/PPP1R3D/RGN/FBP1/PCK1/FBP2/GYS2",10
"GO:0043010","camera-type eye development","7/815","13/6200",0.538462,4.0963,4.35,"5.520e-04","1.256e-02","1.085e-02","LAMA1/FZD4/DCX/MAFA/CRYBA2/CRYAA/CRYBA4",7
"GO:0043436","oxoacid metabolic process","43/815","201/6200",0.21393,1.6274,3.52,"6.684e-04","1.493e-02","1.290e-02","TPH2/PTGS2/AMDHD1/P4HA2/GLUL/ACSL1/DAO/AGXT2/AASS/DCT/HK1/ACSM5/TAT/HAAO/SGPL1/CDO1/CPT1A/RGN/ACO1/TDO2/GATM/HGD/ACOX1/ELOVL2/PAPSS2/PCK1/ACSL4/ALDOB/ELOVL4/PAH/ACSL5/PSPH/NPL/ALDH8A1/KMO/FAH/IDH1/ACSM3/DDO/PSAT1/OTC/IYD/HACD4",43
"GO:1901605","alpha-amino acid metabolic process","19/815","67/6200",0.283582,2.1573,3.71,"7.217e-04","1.541e-02","1.332e-02","AMDHD1/P4HA2/GLUL/DAO/AGXT2/AASS/DCT/HAAO/CDO1/TDO2/HGD/PAH/PSPH/KMO/FAH/DDO/PSAT1/OTC/IYD",19
"GO:0071805","potassium ion transmembrane transport","13/815","38/6200",0.342105,2.6025,3.85,"7.251e-04","1.541e-02","1.332e-02","KCNG1/KCNK12/KCNB2/KCNG2/KCNIP1/KCNK13/KCNH4/KCNG3/KCNC2/KCNJ5/ATP1B1/KCNK15/KCNK5",13
"GO:0051240","positive regulation of multicellular organismal process","18/815","62/6200",0.290323,2.2086,3.72,"7.285e-04","1.541e-02","1.332e-02","IFIH1/PLXNA2/SEMA7A/TIAM1/DCT/PLXNA4/BST1/SERPINF2/AFAP1L2/SOX6/DBN1/PLXNB2/SOX9/METRN/F2/IL15/SCT/CD38",18
"GO:0051346","negative regulation of hydrolase activity","9/815","21/6200",0.428571,3.2603,4.04,"7.513e-04","1.562e-02","1.350e-02","TIMP4/SERPINA10/KNG1/SERPINF2/TFPI2/TIMP3/SERPIND1/FETUB/AHSG",9
