#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
DLL1	SHH	9031.ENSGALP00000067155	9031.ENSGALP00000010292	0	0	0	0	0.054	0.054	0	0.556	0.568
DLL1	BMP4	9031.ENSGALP00000067155	9031.ENSGALP00000020289	0	0	0	0	0.054	0.054	0	0.444	0.459
DLL1	MYO6	9031.ENSGALP00000067155	9031.ENSGALP00000025573	0	0	0	0	0	0.052	0	0.442	0.449
DLL1	NUMB	9031.ENSGALP00000067155	9031.ENSGALP00000043819	0	0	0	0	0.044	0.101	0	0.525	0.556
DLL1	HEYL	9031.ENSGALP00000067155	9031.ENSGALP00000070043	0	0	0	0	0	0.067	0	0.608	0.618
DOCK3	DSG2	9031.ENSGALP00000053992	9031.ENSGALP00000024387	0	0	0	0	0	0	0.400	0	0.400
DOCK3	CDC42EP1	9031.ENSGALP00000053992	9031.ENSGALP00000048193	0	0	0	0	0	0	0.400	0	0.400
DOCK3	SCN8A	9031.ENSGALP00000053992	9031.ENSGALP00000050098	0	0	0	0	0.154	0	0	0.325	0.404
DOCK3	NEDD9	9031.ENSGALP00000053992	9031.ENSGALP00000066385	0	0	0	0	0	0.091	0	0.718	0.732
DONSON	DTL	9031.ENSGALP00000057506	9031.ENSGALP00000015973	0	0	0	0	0.443	0	0	0	0.443
DPYS	SULT1C3	9031.ENSGALP00000054123	9031.ENSGALP00000027077	0	0	0	0	0.059	0	0	0.479	0.489
DPYS	SLC23A1	9031.ENSGALP00000054123	9031.ENSGALP00000048696	0.075	0	0	0	0.453	0	0	0.184	0.551
DPYS	ATIC	9031.ENSGALP00000054123	9031.ENSGALP00000061123	0.079	0	0	0	0.073	0	0.197	0.479	0.595
DRD1	TPH2	9031.ENSGALP00000054543	9031.ENSGALP00000037703	0	0	0	0	0	0	0	0.412	0.412
DSG2	DOCK3	9031.ENSGALP00000024387	9031.ENSGALP00000053992	0	0	0	0	0	0	0.400	0	0.400
DSG2	CDC42EP1	9031.ENSGALP00000024387	9031.ENSGALP00000048193	0	0	0	0	0	0	0.400	0	0.400
DTL	CENPF	9031.ENSGALP00000015973	9031.ENSGALP00000015880	0	0	0	0	0.568	0	0	0.158	0.621
DTL	GINS2	9031.ENSGALP00000015973	9031.ENSGALP00000055189	0	0	0	0	0.306	0	0	0.185	0.410
DTL	DONSON	9031.ENSGALP00000015973	9031.ENSGALP00000057506	0	0	0	0	0.443	0	0	0	0.443
DTL	ASPM	9031.ENSGALP00000015973	9031.ENSGALP00000057705	0	0	0	0	0.694	0	0	0.069	0.703
DUSP4	NKD1	9031.ENSGALP00000037153	9031.ENSGALP00000066666	0	0	0	0	0	0	0	0.444	0.444
DYNC1I1	EML4	9031.ENSGALP00000015808	9031.ENSGALP00000073091	0	0	0	0	0	0	0.500	0	0.499
E2F7	CENPF	9031.ENSGALP00000048416	9031.ENSGALP00000015880	0	0	0	0	0.324	0	0	0.167	0.413
E2F7	ASPM	9031.ENSGALP00000048416	9031.ENSGALP00000057705	0	0	0	0	0.343	0	0	0.147	0.416
EGFR	SH3GL3	9031.ENSGALP00000053328	9031.ENSGALP00000009724	0	0	0	0	0	0.161	0.650	0.075	0.704
EGFR	SHH	9031.ENSGALP00000053328	9031.ENSGALP00000010292	0	0	0	0	0.046	0.053	0	0.677	0.683
EGFR	LRP2	9031.ENSGALP00000053328	9031.ENSGALP00000017630	0	0	0	0	0	0.148	0.500	0.077	0.572
EGFR	BMP4	9031.ENSGALP00000053328	9031.ENSGALP00000020289	0	0	0	0	0	0.054	0	0.410	0.418
EGFR	PXDN	9031.ENSGALP00000053328	9031.ENSGALP00000026363	0	0	0	0	0	0.048	0	0.560	0.563
EGFR	CLDN1	9031.ENSGALP00000053328	9031.ENSGALP00000043047	0	0	0	0	0.046	0	0	0.425	0.428
EGFR	SYT2	9031.ENSGALP00000053328	9031.ENSGALP00000047260	0	0	0	0	0	0	0.500	0.062	0.510
EGFR	DAB2	9031.ENSGALP00000053328	9031.ENSGALP00000072624	0	0	0	0	0	0.058	0.500	0	0.508
EGFR	SYT11	9031.ENSGALP00000053328	9031.ENSGALP00000061220	0	0	0	0	0	0	0.500	0.062	0.510
EGFR	EML4	9031.ENSGALP00000053328	9031.ENSGALP00000073091	0	0	0	0	0.042	0.045	0	0.539	0.541
EGFR	MYC	9031.ENSGALP00000053328	9031.ENSGALP00000072090	0	0	0	0	0	0.042	0	0.746	0.747
EGFR	ESR1	9031.ENSGALP00000053328	9031.ENSGALP00000073938	0	0	0	0	0	0.133	0	0.813	0.831
EHF	HRH3	9031.ENSGALP00000012673	9031.ENSGALP00000008286	0	0	0	0	0	0	0	0.671	0.671
EIF2AK3	AGTPBP1	9031.ENSGALP00000025668	9031.ENSGALP00000020540	0	0	0	0	0	0	0	0.440	0.440
EIF2AK3	RPIA	9031.ENSGALP00000025668	9031.ENSGALP00000071334	0	0	0	0	0	0	0	0.680	0.680
ELAVL4	RBM38	9031.ENSGALP00000057286	9031.ENSGALP00000042182	0	0	0.493	0	0	0	0	0.185	0.569
ELOVL2	ACOX1	9031.ENSGALP00000071756	9031.ENSGALP00000003376	0	0	0	0	0.047	0	0.158	0.445	0.517
ELOVL2	FABP2	9031.ENSGALP00000071756	9031.ENSGALP00000019528	0	0	0	0	0.044	0	0	0.503	0.504
ELOVL2	CYB5A	9031.ENSGALP00000071756	9031.ENSGALP00000022250	0	0	0	0	0.044	0.042	0	0.449	0.452
ELOVL2	ABCA1	9031.ENSGALP00000071756	9031.ENSGALP00000024845	0	0	0	0	0.046	0	0	0.403	0.407
ELOVL2	HACD4	9031.ENSGALP00000071756	9031.ENSGALP00000042052	0	0	0	0	0	0.066	0.900	0.075	0.906
ELOVL2	MTTPL	9031.ENSGALP00000071756	9031.ENSGALP00000059574	0	0	0	0	0.045	0	0	0.443	0.446
ELOVL2	ACSL5	9031.ENSGALP00000071756	9031.ENSGALP00000069185	0	0	0	0	0.053	0	0	0.498	0.504
EML4	KBTBD12	9031.ENSGALP00000073091	9031.ENSGALP00000009588	0	0	0	0	0	0	0	0.626	0.626
EML4	DYNC1I1	9031.ENSGALP00000073091	9031.ENSGALP00000015808	0	0	0	0	0	0	0.500	0	0.499
EML4	CENPF	9031.ENSGALP00000073091	9031.ENSGALP00000015880	0	0	0	0	0.045	0	0.500	0	0.502
EML4	EGFR	9031.ENSGALP00000073091	9031.ENSGALP00000053328	0	0	0	0	0.042	0.045	0	0.539	0.541
EML4	ATIC	9031.ENSGALP00000073091	9031.ENSGALP00000061123	0	0	0	0	0	0	0.241	0.468	0.579
EMP2	NCALD	9031.ENSGALP00000067000	9031.ENSGALP00000044473	0	0	0	0	0	0	0	0.424	0.424
ENOX1	DGKG	9031.ENSGALP00000027367	9031.ENSGALP00000009166	0	0	0	0	0.064	0	0	0.584	0.593
ENOX1	NCS1	9031.ENSGALP00000027367	9031.ENSGALP00000072761	0	0	0	0	0	0	0	0.482	0.482
ENOX1	FFAR4	9031.ENSGALP00000027367	9031.ENSGALP00000042701	0	0	0	0	0	0	0	0.482	0.482
ENPEP	AGT	9031.ENSGALP00000049914	9031.ENSGALP00000018089	0	0	0	0	0	0.058	0.750	0.341	0.831
EOMES	BMP4	9031.ENSGALP00000041400	9031.ENSGALP00000020289	0	0	0	0	0	0	0	0.536	0.536
EOMES	IL2RB	9031.ENSGALP00000041400	9031.ENSGALP00000020354	0	0	0	0	0.270	0	0	0.678	0.755
EOMES	IL7R	9031.ENSGALP00000041400	9031.ENSGALP00000021778	0	0	0	0	0.084	0	0	0.459	0.483
EOMES	SATB2	9031.ENSGALP00000041400	9031.ENSGALP00000043071	0	0	0	0	0.062	0	0	0.437	0.450
EOMES	IL15	9031.ENSGALP00000041400	9031.ENSGALP00000069101	0	0	0	0	0	0	0	0.579	0.579
EOMES	FOXP1	9031.ENSGALP00000041400	9031.ENSGALP00000044290	0	0	0	0	0	0.065	0	0.586	0.596
EOMES	ESRP2	9031.ENSGALP00000041400	9031.ENSGALP00000055344	0	0	0	0	0	0	0	0.618	0.618
ESR1	TRHDE	9031.ENSGALP00000073938	9031.ENSGALP00000016562	0	0	0	0	0.123	0	0	0.526	0.566
ESR1	NPY	9031.ENSGALP00000073938	9031.ENSGALP00000017870	0	0	0	0	0	0.059	0	0.405	0.416
ESR1	NR1H4	9031.ENSGALP00000073938	9031.ENSGALP00000018906	0	0	0	0.626	0.093	0.162	0	0.273	0.400
ESR1	PXDN	9031.ENSGALP00000073938	9031.ENSGALP00000026363	0	0	0	0	0.046	0	0	0.652	0.654
ESR1	APOB	9031.ENSGALP00000073938	9031.ENSGALP00000026550	0	0	0	0	0.096	0	0	0.441	0.473
ESR1	FOXL2	9031.ENSGALP00000073938	9031.ENSGALP00000045929	0	0	0	0	0	0.081	0	0.752	0.762
ESR1	WNT4	9031.ENSGALP00000073938	9031.ENSGALP00000046583	0	0	0	0	0	0	0	0.574	0.574
ESR1	CYP1B1	9031.ENSGALP00000073938	9031.ENSGALP00000048510	0	0	0	0	0	0.080	0	0.491	0.512
ESR1	EGFR	9031.ENSGALP00000073938	9031.ENSGALP00000053328	0	0	0	0	0	0.133	0	0.813	0.831
ESR1	NR5A2	9031.ENSGALP00000073938	9031.ENSGALP00000056574	0	0	0	0.644	0.243	0.162	0.500	0.107	0.679
ESR1	HNF1A	9031.ENSGALP00000073938	9031.ENSGALP00000060662	0	0	0	0	0.088	0	0	0.372	0.403
ESR1	MYC	9031.ENSGALP00000073938	9031.ENSGALP00000072090	0	0	0	0	0.041	0.248	0	0.823	0.861
ESRP2	MPZL3	9031.ENSGALP00000055344	9031.ENSGALP00000033649	0	0	0	0	0.372	0	0	0.124	0.426
ESRP2	EOMES	9031.ENSGALP00000055344	9031.ENSGALP00000041400	0	0	0	0	0	0	0	0.618	0.618
ESRP2	RBM38	9031.ENSGALP00000055344	9031.ENSGALP00000042182	0	0	0	0	0	0	0	0.424	0.424
ESRP2	CLDN1	9031.ENSGALP00000055344	9031.ENSGALP00000043047	0	0	0	0	0.408	0	0	0.271	0.550
ESRP2	APCDD1	9031.ENSGALP00000055344	9031.ENSGALP00000065748	0	0	0	0	0	0	0	0.523	0.523
F13B	C5	9031.ENSGALP00000003726	9031.ENSGALP00000050353	0	0	0	0	0.375	0.065	0	0.062	0.404
F13B	HAAO	9031.ENSGALP00000003726	9031.ENSGALP00000016119	0	0	0	0	0.410	0	0	0	0.410
F13B	A1CF	9031.ENSGALP00000003726	9031.ENSGALP00000048156	0	0	0	0	0.411	0	0	0	0.411
F13B	C8B	9031.ENSGALP00000003726	9031.ENSGALP00000017617	0	0	0	0	0.308	0	0	0.189	0.414
F13B	KNG1	9031.ENSGALP00000003726	9031.ENSGALP00000060409	0	0	0	0	0.155	0	0	0.340	0.419
F13B	NR1H4	9031.ENSGALP00000003726	9031.ENSGALP00000018906	0	0	0	0	0.411	0.050	0	0.059	0.427
F13B	HAO1	9031.ENSGALP00000003726	9031.ENSGALP00000014358	0	0	0	0	0.431	0	0	0	0.431
F13B	F7	9031.ENSGALP00000003726	9031.ENSGALP00000056443	0	0	0	0	0.319	0.059	0	0.188	0.435
F13B	KMO	9031.ENSGALP00000003726	9031.ENSGALP00000012115	0	0	0	0	0.422	0	0	0.071	0.440
F13B	MBL2	9031.ENSGALP00000003726	9031.ENSGALP00000040351	0	0	0	0	0.444	0	0	0	0.444
F13B	ALDH8A1	9031.ENSGALP00000003726	9031.ENSGALP00000022601	0	0	0	0	0.447	0	0	0	0.447
F13B	GC	9031.ENSGALP00000003726	9031.ENSGALP00000018939	0	0	0	0	0.426	0	0	0.085	0.452
F13B	SLC51A	9031.ENSGALP00000003726	9031.ENSGALP00000012073	0	0	0	0	0.378	0	0	0.181	0.468
F13B	AHSG	9031.ENSGALP00000003726	9031.ENSGALP00000013991	0	0	0	0	0.401	0	0	0.148	0.468
F13B	HNF4A	9031.ENSGALP00000003726	9031.ENSGALP00000006799	0	0	0	0	0.392	0	0	0.166	0.472
F13B	TM4SF4	9031.ENSGALP00000003726	9031.ENSGALP00000016960	0	0	0	0	0.378	0	0	0.189	0.473
F13B	ANGPTL3	9031.ENSGALP00000003726	9031.ENSGALP00000064198	0	0	0	0	0.438	0.098	0	0.049	0.476
F13B	PCK1	9031.ENSGALP00000003726	9031.ENSGALP00000012342	0	0	0	0	0.385	0	0	0.206	0.490
F13B	SPP2	9031.ENSGALP00000003726	9031.ENSGALP00000044476	0	0	0	0	0.493	0	0	0	0.493
F13B	CPB2	9031.ENSGALP00000003726	9031.ENSGALP00000027389	0	0	0	0	0.461	0	0	0.112	0.501
F13B	CFI	9031.ENSGALP00000003726	9031.ENSGALP00000019783	0	0	0	0	0.412	0.059	0	0.177	0.505
F13B	APOB	9031.ENSGALP00000003726	9031.ENSGALP00000026550	0	0	0	0	0.420	0	0	0.193	0.513
F13B	HABP2	9031.ENSGALP00000003726	9031.ENSGALP00000032462	0	0	0	0	0.388	0.154	0	0.153	0.523
F13B	HGFAC	9031.ENSGALP00000003726	9031.ENSGALP00000025139	0	0	0	0	0.413	0.154	0	0.128	0.529
F13B	PAH	9031.ENSGALP00000003726	9031.ENSGALP00000020786	0	0	0	0	0.531	0	0	0	0.531
F13B	SLC2A2	9031.ENSGALP00000003726	9031.ENSGALP00000015129	0	0	0	0	0.444	0	0	0.222	0.549
F13B	F5	9031.ENSGALP00000003726	9031.ENSGALP00000047983	0	0	0	0	0.048	0.043	0.500	0.186	0.579
F13B	FETUB	9031.ENSGALP00000003726	9031.ENSGALP00000038974	0	0	0	0	0.537	0.101	0	0.123	0.603
F13B	PLA2G12B	9031.ENSGALP00000003726	9031.ENSGALP00000006895	0	0	0	0	0.407	0.061	0	0.424	0.651
F13B	SERPINA10	9031.ENSGALP00000003726	9031.ENSGALP00000017847	0	0	0	0	0.397	0	0	0.468	0.666
F13B	TMPRSS6	9031.ENSGALP00000003726	9031.ENSGALP00000020367	0	0	0	0	0.392	0.059	0	0.504	0.692
F13B	PROZ	9031.ENSGALP00000003726	9031.ENSGALP00000070757	0	0	0	0	0.392	0.059	0	0.554	0.723
F13B	SERPINF2	9031.ENSGALP00000003726	9031.ENSGALP00000068360	0	0	0	0	0.432	0	0	0.642	0.788
F13B	SERPIND1	9031.ENSGALP00000003726	9031.ENSGALP00000053865	0	0	0	0	0.118	0	0.500	0.584	0.800
F13B	HGD	9031.ENSGALP00000003726	9031.ENSGALP00000024093	0	0	0	0	0.800	0	0	0.047	0.802
F13B	FGB	9031.ENSGALP00000003726	9031.ENSGALP00000038105	0	0	0	0	0.423	0.098	0.500	0.504	0.853
F13B	F2	9031.ENSGALP00000003726	9031.ENSGALP00000013544	0	0	0	0	0.354	0.059	0.750	0.164	0.856
F13B	FGG	9031.ENSGALP00000003726	9031.ENSGALP00000015063	0	0	0	0	0.416	0.205	0.500	0.644	0.906
F13B	FGA	9031.ENSGALP00000003726	9031.ENSGALP00000015061	0	0	0	0	0.737	0.098	0.500	0.573	0.942
F2	F13B	9031.ENSGALP00000013544	9031.ENSGALP00000003726	0	0	0	0	0.354	0.059	0.750	0.164	0.856
F2	KMO	9031.ENSGALP00000013544	9031.ENSGALP00000012115	0	0	0	0	0.342	0.092	0	0.091	0.409
F2	FGL2	9031.ENSGALP00000013544	9031.ENSGALP00000013507	0	0	0	0	0	0.066	0	0.438	0.452
F2	NMU	9031.ENSGALP00000013544	9031.ENSGALP00000031462	0	0	0	0	0	0	0.400	0	0.400
F2	NMB	9031.ENSGALP00000013544	9031.ENSGALP00000049913	0	0	0	0	0	0	0.400	0	0.400
F2	HGD	9031.ENSGALP00000013544	9031.ENSGALP00000024093	0	0	0	0	0.425	0	0	0	0.425
F2	MBL2	9031.ENSGALP00000013544	9031.ENSGALP00000040351	0	0	0	0	0.287	0.059	0	0.218	0.430
F2	HABP2	9031.ENSGALP00000013544	9031.ENSGALP00000032462	0	0	0.161	0.641	0.337	0.098	0	0.074	0.474
F2	FETUB	9031.ENSGALP00000013544	9031.ENSGALP00000038974	0	0	0	0	0.453	0.098	0	0	0.485
F2	PROZ	9031.ENSGALP00000013544	9031.ENSGALP00000070757	0	0.001	0	0.609	0.221	0.305	0	0.161	0.506
F2	BDKRB2	9031.ENSGALP00000013544	9031.ENSGALP00000018030	0	0	0	0	0	0.053	0.500	0	0.506
F2	BDKRB1	9031.ENSGALP00000013544	9031.ENSGALP00000031881	0	0	0	0	0	0.053	0.500	0.060	0.516
F2	CFI	9031.ENSGALP00000013544	9031.ENSGALP00000019783	0	0	0.185	0.586	0.447	0	0	0	0.530
F2	HGFAC	9031.ENSGALP00000013544	9031.ENSGALP00000025139	0	0	0.121	0.696	0.378	0.098	0	0.174	0.538
F2	APOA4	9031.ENSGALP00000013544	9031.ENSGALP00000071485	0	0	0	0	0.444	0.066	0	0.202	0.549
F2	NR1H4	9031.ENSGALP00000013544	9031.ENSGALP00000018906	0	0	0	0	0.369	0.055	0	0.318	0.558
F2	PAH	9031.ENSGALP00000013544	9031.ENSGALP00000020786	0	0	0	0	0.514	0	0.168	0	0.579
F2	F7	9031.ENSGALP00000013544	9031.ENSGALP00000056443	0	0	0.133	0.742	0.210	0.305	0	0.286	0.615
F2	APOB	9031.ENSGALP00000013544	9031.ENSGALP00000026550	0	0	0	0	0.533	0.045	0	0.337	0.678
F2	SERPINA10	9031.ENSGALP00000013544	9031.ENSGALP00000017847	0	0	0	0	0.429	0.247	0	0.312	0.678
F2	AGT	9031.ENSGALP00000013544	9031.ENSGALP00000018089	0	0	0	0	0.214	0.069	0.400	0.386	0.694
F2	GC	9031.ENSGALP00000013544	9031.ENSGALP00000018939	0	0	0	0	0.661	0	0	0.208	0.720
F2	KNG1	9031.ENSGALP00000013544	9031.ENSGALP00000060409	0	0	0	0	0.234	0.081	0.400	0.424	0.724
F2	F2RL1	9031.ENSGALP00000013544	9031.ENSGALP00000024125	0	0	0	0	0.067	0.061	0.650	0.213	0.726
F2	CPB2	9031.ENSGALP00000013544	9031.ENSGALP00000027389	0	0	0	0	0.483	0.146	0	0.477	0.749
F2	SERPINF2	9031.ENSGALP00000013544	9031.ENSGALP00000068360	0	0	0	0	0.478	0.069	0	0.573	0.775
F2	C5	9031.ENSGALP00000013544	9031.ENSGALP00000050353	0	0	0	0	0.315	0.130	0.750	0.240	0.871
F2	APOH	9031.ENSGALP00000013544	9031.ENSGALP00000054536	0	0	0	0	0.719	0.059	0	0.663	0.903
F2	F5	9031.ENSGALP00000013544	9031.ENSGALP00000047983	0	0	0	0	0.054	0.823	0.750	0.578	0.980
F2	FGG	9031.ENSGALP00000013544	9031.ENSGALP00000015063	0	0	0	0	0.686	0.738	0.500	0.606	0.981
F2	AHSG	9031.ENSGALP00000013544	9031.ENSGALP00000013991	0	0	0	0	0.960	0.102	0	0.548	0.982
F2	FGB	9031.ENSGALP00000013544	9031.ENSGALP00000038105	0	0	0	0	0.707	0.738	0.500	0.697	0.986
F2	SERPIND1	9031.ENSGALP00000013544	9031.ENSGALP00000053865	0	0	0	0	0.530	0.864	0.700	0.837	0.996
F2	FGA	9031.ENSGALP00000013544	9031.ENSGALP00000015061	0	0	0	0	0.874	0.888	0.500	0.764	0.998
F2RL1	F2	9031.ENSGALP00000024125	9031.ENSGALP00000013544	0	0	0	0	0.067	0.061	0.650	0.213	0.726
F2RL1	BDKRB2	9031.ENSGALP00000024125	9031.ENSGALP00000018030	0	0	0	0.657	0	0.042	0.400	0.068	0.417
F2RL1	AGT	9031.ENSGALP00000024125	9031.ENSGALP00000018089	0	0	0	0	0	0.052	0.500	0.056	0.513
F2RL1	BDKRB1	9031.ENSGALP00000024125	9031.ENSGALP00000031881	0	0	0	0.658	0	0.042	0.400	0	0.400
F2RL1	NMU	9031.ENSGALP00000024125	9031.ENSGALP00000031462	0	0	0	0	0	0	0.500	0	0.499
F2RL1	NMB	9031.ENSGALP00000024125	9031.ENSGALP00000049913	0	0	0	0	0	0	0.500	0.062	0.510
F2RL1	KNG1	9031.ENSGALP00000024125	9031.ENSGALP00000060409	0	0	0	0	0	0	0.500	0.095	0.528
F5	F13B	9031.ENSGALP00000047983	9031.ENSGALP00000003726	0	0	0	0	0.048	0.043	0.500	0.186	0.579
F5	F2	9031.ENSGALP00000047983	9031.ENSGALP00000013544	0	0	0	0	0.054	0.823	0.750	0.578	0.980
F5	FGA	9031.ENSGALP00000047983	9031.ENSGALP00000015061	0	0	0	0	0.161	0	0.400	0.206	0.565
F5	FGG	9031.ENSGALP00000047983	9031.ENSGALP00000015063	0	0	0	0	0.107	0	0.400	0.242	0.558
F5	ATP7B	9031.ENSGALP00000047983	9031.ENSGALP00000027449	0.089	0	0	0	0.163	0	0.241	0.217	0.486
F5	FGB	9031.ENSGALP00000047983	9031.ENSGALP00000038105	0	0	0	0	0.115	0.053	0.400	0.396	0.656
F5	F7	9031.ENSGALP00000047983	9031.ENSGALP00000056443	0	0	0	0	0.125	0.301	0	0.100	0.401
F5	SERPIND1	9031.ENSGALP00000047983	9031.ENSGALP00000053865	0	0	0	0	0.076	0.052	0.400	0.140	0.487
F5	KNG1	9031.ENSGALP00000047983	9031.ENSGALP00000060409	0	0	0	0	0.093	0	0	0.505	0.532
F7	TAT	9031.ENSGALP00000056443	9031.ENSGALP00000001312	0	0	0	0	0.390	0	0	0.080	0.415
F7	F13B	9031.ENSGALP00000056443	9031.ENSGALP00000003726	0	0	0	0	0.319	0.059	0	0.188	0.435
F7	KMO	9031.ENSGALP00000056443	9031.ENSGALP00000012115	0	0	0	0	0.396	0.092	0	0.091	0.458
F7	F2	9031.ENSGALP00000056443	9031.ENSGALP00000013544	0	0	0.133	0.742	0.210	0.305	0	0.286	0.615
F7	FGA	9031.ENSGALP00000056443	9031.ENSGALP00000015061	0	0	0	0	0.420	0.127	0	0.055	0.480
F7	FGG	9031.ENSGALP00000056443	9031.ENSGALP00000015063	0	0	0	0	0.398	0.102	0	0.326	0.604
F7	TM4SF4	9031.ENSGALP00000056443	9031.ENSGALP00000016960	0	0	0	0	0.403	0	0	0.062	0.416
F7	SERPINA10	9031.ENSGALP00000056443	9031.ENSGALP00000017847	0	0	0	0	0.394	0.328	0	0.091	0.597
F7	NR1H4	9031.ENSGALP00000056443	9031.ENSGALP00000018906	0	0	0	0	0.371	0.055	0	0.137	0.443
F7	TMPRSS6	9031.ENSGALP00000056443	9031.ENSGALP00000020367	0	0	0.110	0.733	0.381	0.073	0	0	0.445
F7	PAH	9031.ENSGALP00000056443	9031.ENSGALP00000020786	0	0	0	0	0.386	0	0.168	0	0.467
F7	HGFAC	9031.ENSGALP00000056443	9031.ENSGALP00000025139	0	0	0.173	0.701	0.387	0.098	0	0.085	0.526
F7	CPB2	9031.ENSGALP00000056443	9031.ENSGALP00000027389	0	0	0	0	0.392	0.146	0	0.086	0.484
F7	HABP2	9031.ENSGALP00000056443	9031.ENSGALP00000032462	0	0	0.192	0.686	0.303	0.098	0	0	0.448
F7	FGB	9031.ENSGALP00000056443	9031.ENSGALP00000038105	0	0	0	0	0.300	0.102	0	0.299	0.521
F7	FETUB	9031.ENSGALP00000056443	9031.ENSGALP00000038974	0	0	0	0	0.388	0.098	0	0	0.424
F7	MBL2	9031.ENSGALP00000056443	9031.ENSGALP00000040351	0	0	0	0	0.383	0.059	0	0.052	0.402
F7	SPP2	9031.ENSGALP00000056443	9031.ENSGALP00000044476	0	0	0	0	0.441	0	0	0	0.441
F7	F5	9031.ENSGALP00000056443	9031.ENSGALP00000047983	0	0	0	0	0.125	0.301	0	0.100	0.401
F7	ANGPTL3	9031.ENSGALP00000056443	9031.ENSGALP00000064198	0	0	0	0	0.430	0.066	0	0.139	0.501
F7	TFPI2	9031.ENSGALP00000056443	9031.ENSGALP00000066163	0	0	0	0	0	0.155	0	0.451	0.516
FABP2	ACOX1	9031.ENSGALP00000019528	9031.ENSGALP00000003376	0	0	0	0	0	0.043	0	0.551	0.552
FABP2	CPT1A	9031.ENSGALP00000019528	9031.ENSGALP00000011452	0	0	0	0	0	0	0	0.446	0.446
FABP2	JAM2	9031.ENSGALP00000019528	9031.ENSGALP00000052977	0	0	0	0	0	0	0	0.431	0.431
FABP2	MTTP	9031.ENSGALP00000019528	9031.ENSGALP00000056995	0	0	0	0	0.186	0	0	0.360	0.456
FABP2	APOA4	9031.ENSGALP00000019528	9031.ENSGALP00000071485	0	0	0	0	0.215	0	0	0.391	0.502
FABP2	ELOVL2	9031.ENSGALP00000019528	9031.ENSGALP00000071756	0	0	0	0	0.044	0	0	0.503	0.504
FABP2	OTC	9031.ENSGALP00000019528	9031.ENSGALP00000026160	0	0	0	0	0.505	0	0	0	0.505
FABP2	PPARA	9031.ENSGALP00000019528	9031.ENSGALP00000053048	0	0	0	0	0	0.050	0	0.520	0.524
FABP2	CLDN1	9031.ENSGALP00000019528	9031.ENSGALP00000043047	0	0	0	0	0	0	0	0.601	0.601
FABP2	APOB	9031.ENSGALP00000019528	9031.ENSGALP00000026550	0	0	0	0	0.164	0	0	0.671	0.713
FAH	TAT	9031.ENSGALP00000010465	9031.ENSGALP00000001312	0.065	0	0	0	0.212	0	0	0.628	0.702
FAH	ALDOB	9031.ENSGALP00000010465	9031.ENSGALP00000036836	0	0	0	0	0.296	0	0	0.188	0.404
FAH	GC	9031.ENSGALP00000010465	9031.ENSGALP00000018939	0	0	0	0	0.359	0	0	0.145	0.428
FAH	FBP1	9031.ENSGALP00000010465	9031.ENSGALP00000020563	0	0	0	0	0.188	0	0	0.352	0.452
FAH	HAAO	9031.ENSGALP00000010465	9031.ENSGALP00000016119	0	0	0	0	0.319	0	0	0.228	0.452
FAH	APOB	9031.ENSGALP00000010465	9031.ENSGALP00000026550	0	0	0	0	0.371	0	0	0.179	0.461
FAH	PAH	9031.ENSGALP00000010465	9031.ENSGALP00000020786	0.081	0	0	0	0.344	0	0	0.238	0.501
FAH	OTC	9031.ENSGALP00000010465	9031.ENSGALP00000026160	0.068	0	0	0	0.104	0	0	0.519	0.563
FAH	ALDH8A1	9031.ENSGALP00000010465	9031.ENSGALP00000022601	0.054	0	0	0	0.445	0.094	0.239	0.141	0.632
FAH	KMO	9031.ENSGALP00000010465	9031.ENSGALP00000012115	0.096	0	0	0	0.352	0	0.212	0.527	0.752
FAH	HGD	9031.ENSGALP00000010465	9031.ENSGALP00000024093	0.131	0.162	0.245	0	0.678	0	0.168	0.628	0.932
FAM110C	NR5A2	9031.ENSGALP00000026342	9031.ENSGALP00000056574	0	0	0	0	0	0	0	0.444	0.444
FAM163A	PLEKHG1	9031.ENSGALP00000033078	9031.ENSGALP00000036794	0	0	0	0	0	0	0	0.449	0.449
FBP1	ACOX1	9031.ENSGALP00000020563	9031.ENSGALP00000003376	0	0	0	0	0.169	0.042	0	0.307	0.400
FBP1	FAH	9031.ENSGALP00000020563	9031.ENSGALP00000010465	0	0	0	0	0.188	0	0	0.352	0.452
FBP1	PCK1	9031.ENSGALP00000020563	9031.ENSGALP00000012342	0	0	0	0	0.194	0	0	0.772	0.809
FBP1	HAO1	9031.ENSGALP00000020563	9031.ENSGALP00000014358	0	0	0	0	0.190	0	0.164	0.282	0.471
FBP1	SLC2A2	9031.ENSGALP00000020563	9031.ENSGALP00000015129	0	0	0	0	0.252	0	0.155	0.389	0.580
FBP1	APOB	9031.ENSGALP00000020563	9031.ENSGALP00000026550	0	0	0	0	0.329	0	0	0.143	0.400
FBP1	OTC	9031.ENSGALP00000020563	9031.ENSGALP00000026160	0	0	0	0	0.083	0	0	0.387	0.413
FBP1	ADD3	9031.ENSGALP00000020563	9031.ENSGALP00000070145	0	0	0	0	0.109	0	0.349	0.185	0.485
